epoch,train_loss,val_loss,train_dice,val_dice,train_iou,val_iou
1,0.938921793859826,0.5754637756117125,0.5132818672766517,0.6387426857341029,0.37489642262595657,0.5055050550910007
2,0.42333716222734735,0.39048717294182184,0.6974777459075824,0.6846976195734163,0.5578090381066597,0.5769690985399667
3,0.3360916217351202,0.31816015762227184,0.728890113949242,0.7366508197299723,0.5959069334322455,0.6274485669929083
4,0.3045290893907014,0.33354613518593573,0.7502887894504785,0.7183117701262035,0.6204048982138592,0.6139079921054181
5,0.2865945768685777,0.26811403928101823,0.7634000524244209,0.776853415123283,0.6368384629871408,0.6679612146669646
6,0.26993143509983486,0.27783490915524445,0.776408257168804,0.7659580062206282,0.6537994847667262,0.6660846851418916
7,0.26628416276559363,0.2624341623890794,0.7784337831478864,0.7785339793444329,0.6562838086993298,0.6745679346558212
8,0.25456190070911316,0.2557685377583401,0.7882777188905766,0.7819614211957334,0.6681747385708963,0.6802243840306729
9,0.24589597998042573,0.24377942159203173,0.7957612609601991,0.7949539794600589,0.6772359086406503,0.6900721658004394
10,0.24646344286031083,0.24275533661587548,0.7945986524356821,0.7932589796417507,0.6761298124149461,0.6941145614001932
11,0.22607688659747643,0.2162509922876613,0.8118268233431642,0.8191729373773726,0.6979294466576628,0.7163599021147768
12,0.22472362074494515,0.24688324632725037,0.8130926590370253,0.7946024484748632,0.6996091632728656,0.687015409319371
13,0.22797344577897535,0.21312974790542483,0.8100649620177937,0.8203008713333971,0.6959195413935594,0.7202027731530621
14,0.21562004717258593,0.22848681515940578,0.8202405013570034,0.8069549178364654,0.7082475086264644,0.7084488984455781
15,0.21067825818891145,0.20259928961139903,0.8246471021594207,0.8295501315979034,0.7144416005006284,0.730455128617593
16,0.2130895748076513,0.19751523814280222,0.8224430342679405,0.835187691503202,0.711218920291379,0.7360845597949041
17,0.20718439277663847,0.23316329255055532,0.8268813833386047,0.8059512194786363,0.7175518167282074,0.6972506738270209
18,0.1991502258410675,0.23003731644297679,0.8340810563088675,0.8090053340683545,0.7263857156246559,0.7090370114421507
19,0.19904805678670712,0.19085760317913447,0.8335566396483017,0.8405349480977865,0.7261795370047853,0.7446122577294508
20,0.20119436853476522,0.19153764552932054,0.8320154904031692,0.8408473957579751,0.7248297999772744,0.7442695178421861
21,0.19682105051725157,0.2087964859077797,0.8358316550923576,0.8242943323304591,0.7292666467713734,0.7251005603658897
22,0.19531157707944607,0.20154992771588512,0.8369043146034056,0.8301477994199192,0.7309614900958735,0.7317527945514118
23,0.18950544507390663,0.19451784213611492,0.8414473834967068,0.8359864032223024,0.7370027078758201,0.7384901137704992
24,0.1889640840298225,0.1931042507120216,0.8424303251042905,0.8397955695219319,0.7384145913842066,0.7436370618982624
25,0.18595664170032233,0.2090076818284946,0.8446824637915007,0.8280066224189465,0.7408125735961346,0.7327183907533983
26,0.18171768824142678,0.21526020482827082,0.8482124829875468,0.8230575479462781,0.7463787459452391,0.7218696049653922
27,0.1831576324185165,0.19460886908320676,0.8468698930975139,0.8365780365021735,0.7447236822172526,0.7410581942350233
28,0.17973464146360585,0.17862522920579402,0.8499805439344053,0.8493799809129486,0.7483527530671075,0.7535749046705454
29,0.18206782473352995,0.18929823797963957,0.847904479734628,0.8420111065678317,0.7459056996556976,0.7464662547064495
30,0.1769113631627914,0.19326153853505318,0.8519721985989862,0.8386087333434272,0.7510274591011953,0.7405306612083677
31,0.17550629298315115,0.18226701754877586,0.8534807614518242,0.8483700584791374,0.7532644740659673,0.754628792791335
32,0.17331576109254376,0.17676471612646077,0.8551360794178564,0.852345744209511,0.7559218775324779,0.7584386206926356
33,0.1731639163121297,0.18618744827863823,0.8550444574981663,0.844420443358668,0.755579487360266,0.7486490495417782
34,0.16638236744696183,0.1851576967378154,0.8607789226908241,0.8460036766448721,0.7634555488408293,0.749225292194741
35,0.16876425067249218,0.18520814834432747,0.8587754473487789,0.8459216906350229,0.7602671278685597,0.7500191287021449
36,0.1667385809265522,0.19027053669057123,0.8604618773489168,0.8438739298105846,0.7630832932387707,0.7465838481300053
37,0.16760195859410862,0.1773915393680865,0.8594670419923233,0.8522084080412718,0.7620568182011723,0.7560071115128449
38,0.16400429278167183,0.1755073118016465,0.8628653033602193,0.8547493212550651,0.7666596726359376,0.761000889099888
39,0.1634965331578838,0.170748013623874,0.8630817156412853,0.856946764708172,0.7668111590382181,0.762881080916213
40,0.1617306693228674,0.1791634280471553,0.8646996155513742,0.8528104200769624,0.7696414308047356,0.7577076023847396
