epoch,train_loss,val_loss,train_dice,val_dice,train_iou,val_iou
1,0.620501285653178,0.6285469772403174,0.49824695798997687,0.46294790571554834,0.3578108845780211,0.3557415236839745
2,0.445287071215758,0.5049411212177071,0.6305865194302956,0.5867392981224605,0.4797493748726581,0.4654755925676656
3,0.38332997402590446,0.3880505198020365,0.6822768781414632,0.6697162520049024,0.5356361315014099,0.555878018681656
4,0.33851737918135777,0.3661235338290229,0.7196471093854425,0.7017046551703771,0.5798251812394798,0.5788002108804549
5,0.30359305491318317,0.3385720469683181,0.7489904271204408,0.712107506587684,0.6164267239228288,0.6077064329285938
6,0.2780267987210952,0.45114004221429654,0.7696506355473774,0.6203953291030513,0.6414487771216538,0.486082619219181
7,0.257560084047319,0.3176133928597732,0.7871657780630767,0.733840644307392,0.6627512491927062,0.6207514855010015
8,0.24386833045333434,0.29283552081264913,0.7983698387177048,0.7532775135100976,0.6788821598015526,0.6477043515232777
9,0.22866045019744388,0.2592684811421933,0.8107307843551551,0.7830165103570633,0.6950114100243721,0.675027180853598
10,0.21675226561194985,0.25189669452057845,0.820462186765186,0.7913315409092738,0.7077464587333242,0.6846416385579862
11,0.2072668339100961,0.23017760729251321,0.8282534996807348,0.8090578553694642,0.7178379486787122,0.7039154241922084
12,0.1914043405307445,0.24326692282698537,0.841761765516395,0.7942512045644426,0.7360460788314497,0.6908385411283247
13,0.19079367700239983,0.2439321126912083,0.8418372934624988,0.7955211671885976,0.7361293561292724,0.6926814231762403
14,0.18114405633760983,0.2382509128851745,0.8498348961033997,0.8008107190752967,0.7476819341356146,0.691590773345077
15,0.17378271814184842,0.22019721843472873,0.8556979838403692,0.8178412128908147,0.7557249576269899,0.7133000307845582
16,0.1682900765098944,0.23257491797322535,0.8602473964344289,0.8042362984545234,0.762239050588735,0.7013927668750024
17,0.1622077442890239,0.21114010454816673,0.8651623877553504,0.8228549125737975,0.7692136448989072,0.7207137936028064
18,0.15126942075183084,0.21715988882322043,0.8744988393374592,0.8174748195888363,0.7827905776047798,0.7169724882055185
19,0.14881217273560457,0.2543275019689522,0.8763506289434251,0.7903748877113165,0.7855552553638266,0.6789811017161246
20,0.1484965820272549,0.20485728471978323,0.8765689971675715,0.8299321678629499,0.7860367988937995,0.7311236814028271
