epoch,train_loss,val_loss,train_dice,val_dice,train_iou,val_iou
1,0.7860883171971902,0.4558616254393381,0.5672199523737335,0.6686560201479855,0.42179696594753685,0.5474400271012155
2,0.377364504533279,0.3474754742879904,0.7074888090057514,0.711638050897052,0.5703564340395444,0.6020696725723961
3,0.32583596190766656,0.32010370794370885,0.7335272076263967,0.7318460127644348,0.6001597141002079,0.6304836051232766
4,0.293749055828724,0.27397491812288916,0.7582934694613177,0.7721041027528874,0.6294552447461301,0.6630583144863076
5,0.2805084089524902,0.2880236214695086,0.7673972169129033,0.7597349794816901,0.6410323482106193,0.6503746749067957
6,0.2629279932823728,0.27557513671370254,0.7816036356260392,0.7638768005067487,0.6589315163807085,0.6610216862632815
7,0.2588763048320895,0.24754430001018612,0.7849785595886135,0.7893318121060539,0.6621195336252337,0.688774485783457
8,0.24686333783008774,0.23601933818016646,0.7947193673673397,0.8012593951634522,0.6757187835701766,0.695626874444265
9,0.24160315098035062,0.23337221035672204,0.7985279122237329,0.8032463857940559,0.6811828964178035,0.6990424878284817
10,0.2305444650295199,0.21601757710519942,0.8078343906975913,0.81853447050815,0.6923967185021962,0.7175769824689306
11,0.22671791062402755,0.21234064236397052,0.8108835861825276,0.8214064501267171,0.6960403636202046,0.7218779911679079
12,0.21576446896179885,0.23186841907581604,0.8203703002504805,0.8037150900955221,0.7081040569889955,0.7051184366506638
13,0.21539043403896851,0.23023292829896355,0.82047722771707,0.8054566604721942,0.7087410103903641,0.7022897458679502
14,0.21039091209908226,0.223562624675172,0.824663613583263,0.8120496181417766,0.7142524423487153,0.7117077918948651
15,0.21217725407497856,0.20597525991252968,0.8226955961317695,0.8280173835484429,0.7120978294752226,0.7272546813271125
16,0.20308557006245267,0.19578475021678982,0.8306587169649792,0.8342605538585676,0.7220445882050933,0.7369400186241432
17,0.20110826527290376,0.2135258961573205,0.8320523673358458,0.8195581955802046,0.723970118526658,0.7202996996210049
18,0.19784908056770376,0.20326986591362467,0.8345340772459741,0.8282884310234253,0.7278770508180731,0.7311433527734765
19,0.19409674971708804,0.19552288455627953,0.8381769911988415,0.8381642555159163,0.7323525919942269,0.7403949346516575
20,0.19374482740980623,0.21129491914812543,0.8379607992258581,0.8229921040533836,0.7324878829407117,0.7245075148066872
